embb_rate,embb_users,embb_req,urllc_rate,urllc_users,urllc_req,miot_rate,miot_users,miot_req,mmtc_rate,mmtc_users,mmtc_req,voice_rate,voice_users,voice_req
6730385916,167,33569126688,0,134,0,282037353,100,282037353,0,104,0,0,124,0
7123269814,157,34188760161,0,132,0,183990715,97,183990715,0,100,0,0,115,0
8079001968,131,34197254932,0,104,0,253716099,82,253716099,0,80,0,0,96,0
7148041093,125,28768952863,0,88,0,155746441,74,155746441,0,75,0,0,76,0
5805510944,159,26316929578,0,127,0,215740421,102,215740421,0,95,0,0,110,0
7789339005,143,33643662173,0,111,0,270288211,95,270288211,0,88,0,0,84,0
6130411776,178,28824492490,0,141,0,300906886,110,300906886,0,107,0,0,128,0
8595923917,149,36022853237,0,108,0,223547322,87,223547322,0,85,0,0,107,0
7004565117,143,29040014111,0,92,0,205607240,85,205607240,0,75,0,0,87,0
6046447502,177,29523284482,0,141,0,229772794,105,229772794,0,102,0,0,124,0
8162758338,142,34108539967,0,99,0,244516906,90,244516906,0,78,0,0,86,0
